gain	30	1	-70.64
gain	1	31	-74.62
gain	31	1	-79.99
gain	1	32	-75.22
gain	32	1	-80.52
gain	1	33	-79.88
gain	33	1	-84.03
gain	1	34	-80.70
gain	34	1	-80.93
gain	1	35	-81.97
gain	35	1	-87.45
gain	1	36	-72.86
gain	36	1	-75.19
gain	1	37	-84.21
gain	37	1	-82.55
gain	1	38	-83.28
gain	38	1	-83.53
gain	1	39	-86.27
gain	39	1	-88.57
gain	2	3	-88.77
gain	3	2	-86.45
gain	2	4	-100.53
gain	4	2	-96.12
gain	2	5	-90.84
gain	5	2	-91.44
gain	2	6	-85.46
gain	6	2	-83.47
gain	2	7	-84.09
gain	7	2	-81.84
gain	2	8	-73.93
gain	8	2	-76.89
gain	2	9	-79.06
gain	9	2	-79.08
gain	2	10	-71.42
gain	10	2	-68.94
gain	2	11	-82.57
gain	11	2	-81.96
gain	2	12	-86.44
gain	12	2	-84.54
gain	2	13	-83.24
gain	13	2	-80.57
gain	2	14	-91.90
gain	14	2	-88.00
gain	2	15	-82.82
gain	15	2	-79.42
gain	2	16	-104.60
gain	16	2	-104.63
gain	2	17	-104.17
gain	17	2	-98.67
gain	2	18	-93.19
gain	18	2	-89.14
gain	2	19	-94.73
gain	19	2	-94.56
gain	2	20	-79.33
gain	20	2	-79.38
gain	2	21	-87.85
gain	21	2	-83.62
gain	2	22	-88.75
gain	22	2	-89.48
gain	2	23	-93.08
gain	23	2	-92.00
gain	2	24	-91.33
gain	24	2	-93.82
gain	2	25	-65.26
gain	25	2	-62.86
gain	2	26	-81.46
gain	26	2	-81.17
gain	2	27	-94.74
gain	27	2	-94.29
gain	2	28	-77.97
gain	28	2	-78.59
gain	2	29	-87.31
gain	29	2	-78.96
gain	2	30	-92.05
gain	30	2	-89.62
gain	2	31	-90.86
gain	31	2	-93.56
gain	2	32	-81.59
gain	32	2	-84.22
gain	2	33	-82.97
gain	33	2	-84.45
gain	2	34	-71.68
gain	34	2	-69.24
gain	2	35	-81.78
gain	35	2	-84.58
gain	2	36	-83.52
gain	36	2	-83.18
gain	2	37	-84.02
gain	37	2	-79.69
gain	2	38	-73.10
gain	38	2	-70.68
gain	2	39	-94.51
gain	39	2	-94.14
gain	3	4	-91.62
gain	4	3	-89.53
gain	3	5	-78.02
gain	5	3	-80.95
gain	3	6	-76.67
gain	6	3	-77.00
gain	3	7	-80.03
gain	7	3	-80.11
gain	3	8	-95.48
gain	8	3	-100.76
gain	3	9	-82.58
gain	9	3	-84.93
gain	3	10	-95.80
gain	10	3	-95.65
gain	3	11	-77.17
gain	11	3	-78.88
gain	3	12	-67.94
gain	12	3	-68.36
gain	3	13	-80.25
gain	13	3	-79.91
gain	3	14	-79.33
gain	14	3	-77.75
gain	3	15	-59.66
gain	15	3	-58.58
gain	3	16	-89.10
gain	16	3	-91.44
gain	3	17	-79.37
gain	17	3	-76.20
gain	3	18	-77.65
gain	18	3	-75.92
gain	3	19	-84.92
gain	19	3	-87.07
gain	3	20	-93.77
gain	20	3	-96.15
gain	3	21	-89.18
gain	21	3	-87.27
gain	3	22	-84.03
gain	22	3	-87.08
gain	3	23	-79.85
gain	23	3	-81.10
gain	3	24	-83.06
gain	24	3	-87.87
gain	3	25	-77.54
gain	25	3	-77.47
gain	3	26	-83.31
gain	26	3	-85.34
gain	3	27	-58.94
gain	27	3	-60.82
gain	3	28	-69.91
gain	28	3	-72.86
gain	3	29	-81.81
gain	29	3	-75.79
gain	3	30	-66.06
gain	30	3	-65.96
gain	3	31	-72.48
gain	31	3	-77.51
gain	3	32	-72.96
gain	32	3	-77.91
gain	3	33	-74.22
gain	33	3	-78.01
gain	3	34	-88.20
gain	34	3	-88.08
gain	3	35	-82.70
gain	35	3	-87.83
gain	3	36	-76.40
gain	36	3	-78.38
gain	3	37	-82.84
gain	37	3	-80.83
gain	3	38	-73.89
gain	38	3	-73.80
gain	3	39	-90.48
gain	39	3	-92.43
gain	4	5	-95.13
gain	5	4	-100.15
gain	4	6	-92.38
gain	6	4	-94.80
gain	4	7	-95.81
gain	7	4	-97.98
gain	4	8	-86.09
gain	8	4	-93.47
gain	4	9	-83.90
gain	9	4	-88.34
gain	4	10	-91.58
gain	10	4	-93.52
gain	4	11	-88.23
gain	11	4	-92.04
gain	4	12	-87.75
gain	12	4	-90.26
gain	4	13	-84.35
gain	13	4	-86.10
gain	4	14	-89.18
gain	14	4	-89.70
gain	4	15	-85.95
gain	15	4	-86.97
gain	4	16	-88.28
gain	16	4	-92.72
gain	4	17	-71.80
gain	17	4	-70.72
gain	4	18	-89.46
gain	18	4	-89.83
gain	4	19	-76.61
gain	19	4	-80.85
gain	4	20	-88.85
gain	20	4	-93.32
gain	4	21	-92.05
gain	21	4	-92.24
gain	4	22	-75.50
gain	22	4	-80.64
gain	4	23	-84.09
gain	23	4	-87.44
gain	4	24	-71.83
gain	24	4	-78.74
gain	4	25	-90.86
gain	25	4	-92.88
gain	4	26	-75.02
gain	26	4	-79.15
gain	4	27	-88.36
gain	27	4	-92.33
gain	4	28	-90.56
gain	28	4	-95.61
gain	4	29	-93.22
gain	29	4	-89.30
gain	4	30	-86.83
gain	30	4	-88.82
gain	4	31	-89.86
gain	31	4	-96.97
gain	4	32	-80.95
gain	32	4	-88.00
gain	4	33	-88.44
gain	33	4	-94.34
gain	4	34	-91.72
gain	34	4	-93.69
gain	4	35	-76.14
gain	35	4	-83.36
gain	4	36	-80.59
gain	36	4	-84.67
gain	4	37	-89.71
gain	37	4	-89.79
gain	4	38	-90.95
gain	38	4	-92.95
gain	4	39	-63.45
gain	39	4	-67.50
gain	5	6	-95.13
gain	6	5	-92.53
gain	5	7	-85.50
gain	7	5	-82.65
gain	5	8	-92.09
gain	8	5	-94.44
gain	5	9	-84.81
gain	9	5	-84.23
gain	5	10	-87.35
gain	10	5	-84.26
gain	5	11	-93.37
gain	11	5	-92.16
gain	5	12	-86.95
gain	12	5	-84.44
gain	5	13	-83.69
gain	13	5	-80.42
gain	5	14	-77.20
gain	14	5	-72.69
gain	5	15	-77.59
gain	15	5	-73.58
gain	5	16	-79.60
gain	16	5	-79.02
gain	5	17	-86.34
gain	17	5	-80.24
gain	5	18	-62.91
gain	18	5	-58.26
gain	5	19	-80.36
gain	19	5	-79.58
gain	5	20	-98.64
gain	20	5	-98.09
gain	5	21	-87.03
gain	21	5	-82.19
gain	5	22	-80.54
gain	22	5	-80.66
gain	5	23	-79.36
gain	23	5	-77.68
gain	5	24	-89.97
gain	24	5	-91.85
gain	5	25	-96.00
gain	25	5	-93.00
gain	5	26	-84.16
gain	26	5	-83.26
gain	5	27	-74.31
gain	27	5	-73.26
gain	5	28	-86.68
gain	28	5	-86.70
gain	5	29	-90.61
gain	29	5	-81.66
gain	5	30	-76.98
gain	30	5	-73.94
gain	5	31	-86.05
gain	31	5	-88.14
gain	5	32	-83.98
gain	32	5	-86.00
gain	5	33	-88.67
gain	33	5	-89.54
gain	5	34	-93.47
gain	34	5	-90.42
gain	5	35	-90.10
gain	35	5	-92.30
gain	5	36	-83.62
gain	36	5	-82.67
gain	5	37	-91.40
gain	37	5	-86.46
gain	5	38	-91.09
gain	38	5	-88.07
gain	5	39	-95.61
gain	39	5	-94.63
gain	6	7	-69.52
gain	7	6	-69.27
gain	6	8	-90.06
gain	8	6	-95.01
gain	6	9	-80.98
gain	9	6	-83.00
gain	6	10	-82.68
gain	10	6	-82.19
gain	6	11	-65.47
gain	11	6	-66.85
gain	6	12	-79.84
gain	12	6	-79.93
gain	6	13	-91.56
gain	13	6	-90.88
gain	6	14	-72.28
gain	14	6	-70.37
gain	6	15	-74.96
gain	15	6	-73.55
gain	6	16	-92.31
gain	16	6	-94.33
gain	6	17	-95.99
gain	17	6	-92.48
gain	6	18	-88.19
gain	18	6	-86.14
gain	6	19	-87.56
gain	19	6	-89.38
gain	6	20	-89.10
gain	20	6	-91.15
gain	6	21	-62.23
gain	21	6	-59.99
gain	6	22	-93.65
gain	22	6	-96.37
gain	6	23	-88.36
gain	23	6	-89.27
gain	6	24	-82.28
gain	24	6	-86.76
gain	6	25	-87.44
gain	25	6	-87.04
gain	6	26	-92.44
gain	26	6	-94.14
gain	6	27	-86.51
gain	27	6	-88.05
gain	6	28	-75.28
gain	28	6	-77.89
gain	6	29	-67.90
gain	29	6	-61.55
gain	6	30	-81.71
gain	30	6	-81.27
gain	6	31	-77.21
gain	31	6	-81.90
gain	6	32	-87.19
gain	32	6	-91.81
gain	6	33	-75.18
gain	33	6	-78.64
gain	6	34	-84.02
gain	34	6	-83.57
gain	6	35	-92.85
gain	35	6	-97.64
gain	6	36	-90.58
gain	36	6	-92.23
gain	6	37	-59.19
gain	37	6	-56.85
gain	6	38	-77.25
gain	38	6	-76.83
gain	6	39	-92.69
gain	39	6	-94.31
gain	7	8	-90.32
gain	8	7	-95.52
gain	7	9	-79.34
gain	9	7	-81.61
gain	7	10	-86.50
gain	10	7	-86.27
gain	7	11	-78.68
gain	11	7	-80.32
gain	7	12	-74.21
gain	12	7	-74.55
gain	7	13	-94.27
gain	13	7	-93.85
gain	7	14	-75.87
gain	14	7	-74.21
gain	7	15	-64.14
gain	15	7	-62.98
gain	7	16	-82.05
gain	16	7	-84.32
gain	7	17	-90.69
gain	17	7	-87.44
gain	7	18	-81.25
gain	18	7	-79.44
gain	7	19	-87.46
gain	19	7	-89.52
gain	7	20	-94.59
gain	20	7	-96.89
gain	7	21	-76.54
gain	21	7	-74.55
gain	7	22	-83.77
gain	22	7	-86.74
gain	7	23	-76.07
gain	23	7	-77.24
gain	7	24	-93.27
gain	24	7	-98.00
gain	7	25	-93.31
gain	25	7	-93.16
gain	7	26	-87.07
gain	26	7	-89.02
gain	7	27	-78.54
gain	27	7	-80.34
gain	7	28	-62.84
gain	28	7	-65.71
gain	7	29	-74.71
gain	29	7	-68.61
gain	7	30	-66.93
gain	30	7	-66.74
gain	7	31	-69.76
gain	31	7	-74.70
gain	7	32	-81.69
gain	32	7	-86.56
gain	7	33	-83.55
gain	33	7	-87.27
gain	7	34	-82.99
gain	34	7	-82.79
gain	7	35	-87.94
gain	35	7	-92.98
gain	7	36	-76.84
gain	36	7	-78.74
gain	7	37	-75.41
gain	37	7	-73.32
gain	7	38	-75.26
gain	38	7	-75.08
gain	7	39	-92.56
gain	39	7	-94.44
gain	8	9	-93.45
gain	9	8	-90.52
gain	8	10	-87.66
gain	10	8	-82.23
gain	8	11	-87.98
gain	11	8	-84.41
gain	8	12	-95.27
gain	12	8	-90.41
gain	8	13	-77.28
gain	13	8	-71.66
gain	8	14	-101.78
gain	14	8	-94.92
gain	8	15	-91.58
gain	15	8	-85.22
gain	8	16	-97.64
gain	16	8	-94.71
gain	8	17	-93.17
gain	17	8	-84.72
gain	8	18	-99.62
gain	18	8	-92.62
gain	8	19	-97.50
gain	19	8	-94.37
gain	8	20	-64.94
gain	20	8	-62.04
gain	8	21	-104.41
gain	21	8	-97.23
gain	8	22	-96.57
gain	22	8	-94.34
gain	8	23	-102.46
gain	23	8	-98.43
gain	8	24	-103.93
gain	24	8	-103.46
gain	8	25	-75.15
gain	25	8	-69.80
gain	8	26	-89.19
gain	26	8	-85.94
gain	8	27	-95.54
gain	27	8	-92.13
gain	8	28	-101.04
gain	28	8	-98.71
gain	8	29	-97.45
gain	29	8	-86.15
gain	8	30	-94.49
gain	30	8	-89.11
gain	8	31	-98.28
gain	31	8	-98.02
gain	8	32	-92.74
gain	32	8	-92.41
gain	8	33	-91.41
gain	33	8	-89.92
gain	8	34	-86.34
gain	34	8	-80.94
gain	8	35	-86.29
gain	35	8	-86.14
gain	8	36	-98.47
gain	36	8	-95.17
gain	8	37	-95.27
gain	37	8	-87.98
gain	8	38	-88.56
gain	38	8	-83.18
gain	8	39	-87.19
gain	39	8	-83.86
gain	9	10	-84.72
gain	10	9	-82.22
gain	9	11	-83.42
gain	11	9	-82.78
gain	9	12	-83.73
gain	12	9	-81.80
gain	9	13	-77.96
gain	13	9	-75.27
gain	9	14	-84.97
gain	14	9	-81.05
gain	9	15	-82.84
gain	15	9	-79.42
gain	9	16	-93.35
gain	16	9	-93.35
gain	9	17	-86.26
gain	17	9	-80.74
gain	9	18	-87.86
gain	18	9	-83.79
gain	9	19	-87.33
gain	19	9	-87.13
gain	9	20	-82.87
gain	20	9	-82.90
gain	9	21	-91.69
gain	21	9	-87.43
gain	9	22	-86.74
gain	22	9	-87.43
gain	9	23	-87.73
gain	23	9	-86.64
gain	9	24	-87.90
gain	24	9	-90.37
gain	9	25	-76.91
gain	25	9	-74.49
gain	9	26	-82.86
gain	26	9	-82.54
gain	9	27	-85.38
gain	27	9	-84.90
gain	9	28	-76.27
gain	28	9	-76.88
gain	9	29	-92.79
gain	29	9	-84.43
gain	9	30	-87.42
gain	30	9	-84.97
gain	9	31	-90.54
gain	31	9	-93.22
gain	9	32	-78.22
gain	32	9	-80.82
gain	9	33	-79.83
gain	33	9	-81.28
gain	9	34	-60.64
gain	34	9	-58.17
gain	9	35	-79.09
gain	35	9	-81.86
gain	9	36	-79.95
gain	36	9	-79.58
gain	9	37	-82.68
gain	37	9	-78.32
gain	9	38	-73.90
gain	38	9	-71.45
gain	9	39	-74.28
gain	39	9	-73.89
gain	10	11	-70.14
gain	11	10	-72.01
gain	10	12	-81.43
gain	12	10	-82.00
gain	10	13	-89.84
gain	13	10	-89.65
gain	10	14	-95.73
gain	14	10	-94.31
gain	10	15	-89.12
gain	15	10	-88.20
gain	10	16	-87.81
gain	16	10	-90.31
gain	10	17	-84.19
gain	17	10	-81.18
gain	10	18	-92.29
gain	18	10	-90.72
gain	10	19	-94.66
gain	19	10	-96.96
gain	10	20	-77.11
gain	20	10	-79.64
gain	10	21	-77.46
gain	21	10	-75.71
gain	10	22	-91.81
gain	22	10	-95.01
gain	10	23	-92.59
gain	23	10	-94.00
gain	10	24	-89.82
gain	24	10	-94.79
gain	10	25	-67.33
gain	25	10	-67.41
gain	10	26	-92.80
gain	26	10	-94.98
gain	10	27	-93.28
gain	27	10	-95.31
gain	10	28	-74.95
gain	28	10	-78.05
gain	10	29	-85.32
gain	29	10	-79.45
gain	10	30	-84.31
gain	30	10	-84.36
gain	10	31	-83.21
gain	31	10	-88.39
gain	10	32	-92.75
gain	32	10	-97.85
gain	10	33	-76.54
gain	33	10	-80.49
gain	10	34	-81.68
gain	34	10	-81.72
gain	10	35	-85.56
gain	35	10	-90.84
gain	10	36	-93.42
gain	36	10	-95.56
gain	10	37	-78.86
gain	37	10	-77.00
gain	10	38	-73.65
gain	38	10	-73.71
gain	10	39	-85.37
gain	39	10	-87.47
gain	11	12	-67.64
gain	12	11	-66.35
gain	11	13	-85.43
gain	13	11	-83.37
gain	11	14	-87.90
gain	14	11	-84.61
gain	11	15	-82.42
gain	15	11	-79.63
gain	11	16	-89.59
gain	16	11	-90.22
gain	11	17	-89.32
gain	17	11	-84.43
gain	11	18	-92.08
gain	18	11	-88.64
gain	11	19	-90.12
gain	19	11	-90.56
gain	11	20	-87.13
gain	20	11	-87.80
gain	11	21	-73.64
gain	21	11	-70.03
gain	11	22	-90.94
gain	22	11	-92.28
gain	11	23	-83.10
gain	23	11	-82.63
gain	11	24	-90.72
gain	24	11	-93.82
gain	11	25	-80.07
gain	25	11	-78.28
gain	11	26	-91.76
gain	26	11	-92.07
gain	11	27	-85.77
gain	27	11	-85.93
gain	11	28	-71.29
gain	28	11	-72.53
gain	11	29	-82.57
gain	29	11	-74.84
gain	11	30	-83.30
gain	30	11	-81.48
gain	11	31	-87.70
gain	31	11	-91.01
gain	11	32	-84.28
gain	32	11	-87.52
gain	11	33	-70.59
gain	33	11	-72.68
gain	11	34	-75.43
gain	34	11	-73.60
gain	11	35	-81.75
gain	35	11	-85.16
gain	11	36	-84.91
gain	36	11	-85.17
gain	11	37	-72.99
gain	37	11	-69.27
gain	11	38	-74.32
gain	38	11	-72.51
gain	11	39	-90.19
gain	39	11	-90.43
gain	12	13	-87.63
gain	13	12	-86.87
gain	12	14	-88.92
gain	14	12	-86.93
gain	12	15	-71.65
gain	15	12	-70.16
gain	12	16	-104.18
gain	16	12	-106.11
gain	12	17	-83.13
gain	17	12	-79.54
gain	12	18	-80.51
gain	18	12	-78.36
gain	12	19	-84.58
gain	19	12	-86.31
gain	12	20	-87.23
gain	20	12	-89.18
gain	12	21	-80.17
gain	21	12	-77.85
gain	12	22	-85.42
gain	22	12	-88.05
gain	12	23	-89.38
gain	23	12	-90.21
gain	12	24	-89.65
gain	24	12	-94.04
gain	12	25	-82.44
gain	25	12	-81.95
gain	12	26	-80.18
gain	26	12	-81.79
gain	12	27	-79.46
gain	27	12	-80.92
gain	12	28	-56.60
gain	28	12	-59.13
gain	12	29	-84.52
gain	29	12	-78.08
gain	12	30	-73.22
gain	30	12	-72.69
gain	12	31	-72.06
gain	31	12	-76.66
gain	12	32	-77.10
gain	32	12	-81.64
gain	12	33	-51.35
gain	33	12	-54.72
gain	12	34	-83.23
gain	34	12	-82.69
gain	12	35	-78.46
gain	35	12	-83.16
gain	12	36	-86.14
gain	36	12	-87.70
gain	12	37	-75.99
gain	37	12	-73.56
gain	12	38	-60.49
gain	38	12	-59.98
gain	12	39	-90.04
gain	39	12	-91.57
gain	13	14	-86.59
gain	14	13	-85.35
gain	13	15	-91.86
gain	15	13	-91.13
gain	13	16	-95.06
gain	16	13	-97.75
gain	13	17	-82.38
gain	17	13	-79.55
gain	13	18	-91.21
gain	18	13	-89.82
gain	13	19	-93.14
gain	19	13	-95.63
gain	13	20	-78.38
gain	20	13	-81.10
gain	13	21	-85.75
gain	21	13	-84.19
gain	13	22	-85.46
gain	22	13	-88.84
gain	13	23	-93.87
gain	23	13	-95.46
gain	13	24	-83.38
gain	24	13	-88.53
gain	13	25	-77.81
gain	25	13	-78.07
gain	13	26	-88.34
gain	26	13	-90.71
gain	13	27	-86.98
gain	27	13	-89.20
gain	13	28	-80.49
gain	28	13	-83.78
gain	13	29	-92.10
gain	29	13	-86.42
gain	13	30	-84.44
gain	30	13	-84.68
gain	13	31	-95.09
gain	31	13	-100.46
gain	13	32	-83.88
gain	32	13	-89.17
gain	13	33	-73.13
gain	33	13	-77.26
gain	13	34	-69.02
gain	34	13	-69.24
gain	13	35	-64.48
gain	35	13	-69.95
gain	13	36	-75.79
gain	36	13	-78.12
gain	13	37	-87.05
gain	37	13	-85.38
gain	13	38	-78.40
gain	38	13	-78.65
gain	13	39	-74.65
gain	39	13	-76.94
gain	14	15	-72.97
gain	15	14	-73.47
gain	14	16	-78.45
gain	16	14	-82.37
gain	14	17	-87.83
gain	17	14	-86.23
gain	14	18	-76.68
gain	18	14	-76.53
gain	14	19	-82.76
gain	19	14	-86.48
gain	14	20	-83.89
gain	20	14	-87.84
gain	14	21	-76.05
gain	21	14	-75.72
gain	14	22	-94.08
gain	22	14	-98.70
gain	14	23	-67.06
gain	23	14	-69.88
gain	14	24	-92.55
gain	24	14	-98.94
gain	14	25	-91.64
gain	25	14	-93.14
gain	14	26	-87.58
gain	26	14	-91.19
gain	14	27	-71.68
gain	27	14	-75.13
gain	14	28	-84.89
gain	28	14	-89.42
gain	14	29	-79.00
gain	29	14	-74.55
gain	14	30	-62.91
gain	30	14	-64.38
gain	14	31	-65.15
gain	31	14	-71.75
gain	14	32	-90.26
gain	32	14	-96.79
gain	14	33	-76.89
gain	33	14	-82.27
gain	14	34	-90.50
gain	34	14	-91.96
gain	14	35	-89.60
gain	35	14	-96.30
gain	14	36	-80.73
gain	36	14	-84.28
gain	14	37	-78.81
gain	37	14	-78.37
gain	14	38	-80.57
gain	38	14	-82.05
gain	14	39	-85.72
gain	39	14	-89.25
gain	15	16	-83.07
gain	16	15	-86.49
gain	15	17	-80.22
gain	17	15	-78.12
gain	15	18	-75.13
gain	18	15	-74.48
gain	15	19	-76.96
gain	19	15	-80.18
gain	15	20	-91.42
gain	20	15	-94.88
gain	15	21	-88.12
gain	21	15	-87.29
gain	15	22	-75.57
gain	22	15	-79.70
gain	15	23	-69.28
gain	23	15	-71.61
gain	15	24	-84.47
gain	24	15	-90.36
gain	15	25	-88.88
gain	25	15	-89.88
gain	15	26	-81.78
gain	26	15	-84.89
gain	15	27	-63.55
gain	27	15	-66.50
gain	15	28	-76.82
gain	28	15	-80.84
gain	15	29	-81.31
gain	29	15	-76.37
gain	15	30	-56.75
gain	30	15	-57.72
gain	15	31	-70.50
gain	31	15	-76.60
gain	15	32	-80.08
gain	32	15	-86.10
gain	15	33	-81.05
gain	33	15	-85.93
gain	15	34	-85.45
gain	34	15	-86.41
gain	15	35	-80.57
gain	35	15	-86.77
gain	15	36	-82.46
gain	36	15	-85.52
gain	15	37	-80.65
gain	37	15	-79.71
gain	15	38	-81.63
gain	38	15	-82.61
gain	15	39	-90.38
gain	39	15	-93.41
gain	16	17	-94.57
gain	17	16	-89.05
gain	16	18	-83.47
gain	18	16	-79.39
gain	16	19	-83.67
gain	19	16	-83.47
gain	16	20	-102.33
gain	20	16	-102.36
gain	16	21	-92.68
gain	21	16	-88.43
gain	16	22	-96.83
gain	22	16	-97.53
gain	16	23	-58.88
gain	23	16	-57.79
gain	16	24	-86.61
gain	24	16	-89.07
gain	16	25	-95.51
gain	25	16	-93.09
gain	16	26	-96.37
gain	26	16	-96.06
gain	16	27	-79.89
gain	27	16	-79.42
gain	16	28	-90.01
gain	28	16	-90.61
gain	16	29	-82.78
gain	29	16	-74.41
gain	16	30	-85.77
gain	30	16	-83.32
gain	16	31	-81.24
gain	31	16	-83.92
gain	16	32	-87.28
gain	32	16	-89.89
gain	16	33	-86.00
gain	33	16	-87.45
gain	16	34	-91.41
gain	34	16	-88.94
gain	16	35	-88.58
gain	35	16	-91.36
gain	16	36	-95.62
gain	36	16	-95.26
gain	16	37	-95.41
gain	37	16	-91.05
gain	16	38	-91.79
gain	38	16	-89.35
gain	16	39	-98.77
gain	39	16	-98.37
gain	17	18	-75.29
gain	18	17	-76.73
gain	17	19	-60.37
gain	19	17	-65.69
gain	17	20	-86.52
gain	20	17	-92.07
gain	17	21	-93.44
gain	21	17	-94.71
gain	17	22	-53.68
gain	22	17	-59.90
gain	17	23	-85.91
gain	23	17	-90.33
gain	17	24	-59.47
gain	24	17	-67.45
gain	17	25	-88.85
gain	25	17	-91.95
gain	17	26	-65.12
gain	26	17	-70.32
gain	17	27	-74.93
gain	27	17	-79.98
gain	17	28	-83.42
gain	28	17	-89.54
gain	17	29	-87.48
gain	29	17	-84.64
gain	17	30	-82.20
gain	30	17	-85.26
gain	17	31	-92.94
gain	31	17	-101.13
gain	17	32	-69.17
gain	32	17	-77.30
gain	17	33	-83.32
gain	33	17	-90.29
gain	17	34	-81.28
gain	34	17	-84.34
gain	17	35	-79.77
gain	35	17	-88.07
gain	17	36	-65.48
gain	36	17	-70.64
gain	17	37	-89.98
gain	37	17	-91.14
gain	17	38	-78.59
gain	38	17	-81.67
gain	17	39	-71.17
gain	39	17	-76.29
gain	18	19	-70.07
gain	19	18	-73.94
gain	18	20	-90.16
gain	20	18	-94.27
gain	18	21	-91.71
gain	21	18	-91.53
gain	18	22	-78.07
gain	22	18	-82.84
gain	18	23	-77.26
gain	23	18	-80.23
gain	18	24	-84.33
gain	24	18	-90.87
gain	18	25	-88.22
gain	25	18	-89.87
gain	18	26	-83.22
gain	26	18	-86.98
gain	18	27	-65.98
gain	27	18	-69.58
gain	18	28	-84.55
gain	28	18	-89.22
gain	18	29	-78.12
gain	29	18	-73.83
gain	18	30	-70.53
gain	30	18	-72.15
gain	18	31	-83.26
gain	31	18	-90.01
gain	18	32	-74.45
gain	32	18	-81.13
gain	18	33	-80.63
gain	33	18	-86.16
gain	18	34	-88.65
gain	34	18	-90.26
gain	18	35	-83.27
gain	35	18	-90.13
gain	18	36	-80.71
gain	36	18	-84.42
gain	18	37	-84.43
gain	37	18	-84.14
gain	18	38	-77.09
gain	38	18	-78.72
gain	18	39	-85.66
gain	39	18	-89.34
gain	19	20	-91.26
gain	20	19	-91.49
gain	19	21	-97.05
gain	21	19	-93.00
gain	19	22	-63.19
gain	22	19	-64.09
gain	19	23	-91.61
gain	23	19	-90.71
gain	19	24	-75.11
gain	24	19	-77.77
gain	19	25	-97.35
gain	25	19	-95.12
gain	19	26	-73.06
gain	26	19	-72.94
gain	19	27	-84.09
gain	27	19	-83.82
gain	19	28	-90.46
gain	28	19	-91.26
gain	19	29	-91.61
gain	29	19	-83.44
gain	19	30	-80.79
gain	30	19	-78.53
gain	19	31	-92.96
gain	31	19	-95.84
gain	19	32	-79.33
gain	32	19	-82.14
